date,value
2002-11-03,-0.182163097
2002-11-04,-0.243543569
2002-11-05,-0.303962886
2002-11-06,-0.3631826
2002-11-07,-0.420968998
2002-11-08,-0.477094024
2002-11-09,-0.531336178
2002-11-10,-0.583481391
2002-11-11,-0.633323869
2002-11-12,-0.680666907
2002-11-13,-0.725323664
2002-11-14,-0.7671179
2002-11-15,-0.805884672
2002-11-16,-0.841470985
2002-11-17,-0.873736397
2002-11-18,-0.90255357
2002-11-19,-0.927808777
2002-11-20,-0.949402346
2002-11-21,-0.967249058
2002-11-22,-0.98127848
2002-11-23,-0.991435244
2002-11-24,-0.997679266
2002-11-25,-0.999985904
2002-11-26,-0.998346054
2002-11-27,-0.992766189
2002-11-28,-0.983268329
2002-11-29,-0.969889958
2002-11-30,-0.952683874
2002-12-01,-0.931717983
2002-12-02,-0.907075026
2002-12-03,-0.878852258
2002-12-04,-0.847161063
2002-12-05,-0.812126509
2002-12-06,-0.773886863
2002-12-07,-0.73259304
2002-12-08,-0.688408006
2002-12-09,-0.64150614
2002-12-10,-0.592072543
2002-12-11,-0.540302306
2002-12-12,-0.486399742
2002-12-13,-0.430577581
2002-12-14,-0.373056127
2002-12-15,-0.314062391
2002-12-16,-0.253829194
2002-12-17,-0.192594249
2002-12-18,-0.130599223
2002-12-19,-0.068088781
2002-12-20,-0.005309624
2002-12-21,0.057490488
2002-12-22,0.120063711
2002-12-23,0.182163097
2002-12-24,0.243543569
2002-12-25,0.303962886
2002-12-26,0.3631826
2002-12-27,0.420968998
2002-12-28,0.477094024
2002-12-29,0.531336178
2002-12-30,0.583481391
2002-12-31,0.633323869
2003-01-01,0.680666907
2003-01-02,0.725323664
2003-01-03,0.7671179
2003-01-04,0.805884672
2003-01-05,0.841470985
2003-01-06,0.873736397
2003-01-07,0.90255357
2003-01-08,0.927808777
2003-01-09,0.949402346
2003-01-10,0.967249058
2003-01-11,0.98127848
2003-01-12,0.991435244
2003-01-13,0.997679266
2003-01-14,0.999985904
2003-01-15,0.998346054
2003-01-16,0.992766189
2003-01-17,0.983268329
2003-01-18,0.969889958
2003-01-19,0.952683874
2003-01-20,0.931717983
2003-01-21,0.907075026
2003-01-22,0.878852258
2003-01-23,0.847161063
2003-01-24,0.812126509
2003-01-25,0.773886863
2003-01-26,0.73259304
2003-01-27,0.688408006
2003-01-28,0.64150614
2003-01-29,0.592072543
2003-01-30,0.540302306
2003-01-31,0.486399742
2003-02-01,0.430577581
2003-02-02,0.373056127
2003-02-03,0.314062391
2003-02-04,0.253829194
2003-02-05,0.192594249
2003-02-06,0.130599223
2003-02-07,0.068088781
2003-02-08,0.005309624
2003-02-09,-0.057490488
2003-02-10,-0.120063711
2003-02-11,-0.182163097
2003-02-12,-0.243543569
2003-02-13,-0.303962886
2003-02-14,-0.3631826
2003-02-15,-0.420968998
2003-02-16,-0.477094024
2003-02-17,-0.531336178
2003-02-18,-0.583481391
2003-02-19,-0.633323869
2003-02-20,-0.680666907
2003-02-21,-0.725323664
2003-02-22,-0.7671179
2003-02-23,-0.805884672
2003-02-24,-0.841470985
2003-02-25,-0.873736397
2003-02-26,-0.90255357
2003-02-27,-0.927808777
2003-02-28,-0.949402346
2003-03-01,-0.967249058
2003-03-02,-0.98127848
2003-03-03,-0.991435244
2003-03-04,-0.997679266
2003-03-05,-0.999985904
2003-03-06,-0.998346054
2003-03-07,-0.992766189
2003-03-08,-0.983268329
2003-03-09,-0.969889958
2003-03-10,-0.952683874
2003-03-11,-0.931717983
2003-03-12,-0.907075026
2003-03-13,-0.878852258
2003-03-14,-0.847161063
2003-03-15,-0.812126509
2003-03-16,-0.773886863
2003-03-17,-0.73259304
2003-03-18,-0.688408006
2003-03-19,-0.64150614
2003-03-20,-0.592072543
2003-03-21,-0.540302306
2003-03-22,-0.486399742
2003-03-23,-0.430577581
2003-03-24,-0.373056127
2003-03-25,-0.314062391
2003-03-26,-0.253829194
2003-03-27,-0.192594249
2003-03-28,-0.130599223
2003-03-29,-0.068088781
2003-03-30,-0.005309624
2003-03-31,0.057490488
2003-04-01,0.120063711
2003-04-02,0.182163097
2003-04-03,0.243543569
2003-04-04,0.303962886
2003-04-05,0.3631826
2003-04-06,0.420968998
2003-04-07,0.477094024
2003-04-08,0.531336178
2003-04-09,0.583481391
2003-04-10,0.633323869
2003-04-11,0.680666907
2003-04-12,0.725323664
2003-04-13,0.7671179
2003-04-14,0.805884672
2003-04-15,0.841470985
2003-04-16,0.873736397
2003-04-17,0.90255357
2003-04-18,0.927808777
2003-04-19,0.949402346
2003-04-20,0.967249058
2003-04-21,0.98127848
2003-04-22,0.991435244
2003-04-23,0.997679266
2003-04-24,0.999985904
2003-04-25,0.998346054
2003-04-26,0.992766189
2003-04-27,0.983268329
2003-04-28,0.969889958
2003-04-29,0.952683874
2003-04-30,0.931717983
2003-05-01,0.907075026
2003-05-02,0.878852258
2003-05-03,0.847161063
2003-05-04,0.812126509
2003-05-05,0.773886863
2003-05-06,0.73259304
2003-05-07,0.688408006
2003-05-08,0.64150614
2003-05-09,0.592072543
2003-05-10,0.540302306
2003-05-11,0.486399742
2003-05-12,0.430577581
2003-05-13,0.373056127
2003-05-14,0.314062391
2003-05-15,0.253829194
2003-05-16,0.192594249
2003-05-17,0.130599223
2003-05-18,0.068088781
2003-05-19,0.005309624
2003-05-20,-0.057490488
2003-05-21,-0.120063711
2003-05-22,-0.182163097
2003-05-23,-0.243543569
2003-05-24,-0.303962886
2003-05-25,-0.3631826
2003-05-26,-0.420968998
2003-05-27,-0.477094024
2003-05-28,-0.531336178
2003-05-29,-0.583481391
2003-05-30,-0.633323869
2003-05-31,-0.680666907
2003-06-01,-0.725323664
2003-06-02,-0.7671179
2003-06-03,-0.805884672
2003-06-04,-0.841470985
2003-06-05,-0.873736397
2003-06-06,-0.90255357
2003-06-07,-0.927808777
2003-06-08,-0.949402346
2003-06-09,-0.967249058
2003-06-10,-0.98127848
2003-06-11,-0.991435244
2003-06-12,-0.997679266
2003-06-13,-0.999985904
2003-06-14,-0.998346054
2003-06-15,-0.992766189
2003-06-16,-0.983268329
2003-06-17,-0.969889958
2003-06-18,-0.952683874
2003-06-19,-0.931717983
2003-06-20,-0.907075026
2003-06-21,-0.878852258
2003-06-22,-0.847161063
2003-06-23,-0.812126509
2003-06-24,-0.773886863
2003-06-25,-0.73259304
2003-06-26,-0.688408006
2003-06-27,-0.64150614
2003-06-28,-0.592072543
2003-06-29,-0.540302306
2003-06-30,-0.486399742
2003-07-01,-0.430577581
2003-07-02,-0.373056127
2003-07-03,-0.314062391
2003-07-04,-0.253829194
2003-07-05,-0.192594249
2003-07-06,-0.130599223
2003-07-07,-0.068088781
2003-07-08,-0.005309624
2003-07-09,0.057490488
2003-07-10,0.120063711
2003-07-11,0.182163097
2003-07-12,0.243543569
2003-07-13,0.303962886
2003-07-14,0.3631826
2003-07-15,0.420968998
2003-07-16,0.477094024
2003-07-17,0.531336178
2003-07-18,0.583481391
2003-07-19,0.633323869
2003-07-20,0.680666907
2003-07-21,0.725323664
2003-07-22,0.7671179
2003-07-23,0.805884672
2003-07-24,0.841470985
2003-07-25,0.873736397
2003-07-26,0.90255357
2003-07-27,0.927808777
2003-07-28,0.949402346
2003-07-29,0.967249058
2003-07-30,0.98127848
2003-07-31,0.991435244
2003-08-01,0.997679266
2003-08-02,0.999985904
2003-08-03,0.998346054
2003-08-04,0.992766189
2003-08-05,0.983268329
2003-08-06,0.969889958
2003-08-07,0.952683874
2003-08-08,0.931717983
2003-08-09,0.907075026
2003-08-10,0.878852258
2003-08-11,0.847161063
2003-08-12,0.812126509
2003-08-13,0.773886863
2003-08-14,0.73259304
2003-08-15,0.688408006
2003-08-16,0.64150614
2003-08-17,0.592072543
2003-08-18,0.540302306
2003-08-19,0.486399742
2003-08-20,0.430577581
2003-08-21,0.373056127
2003-08-22,0.314062391
2003-08-23,0.253829194
2003-08-24,0.192594249
2003-08-25,0.130599223
2003-08-26,0.068088781
2003-08-27,0.005309624
2003-08-28,-0.057490488
2003-08-29,-0.120063711
2003-08-30,-0.182163097
2003-08-31,-0.243543569
2003-09-01,-0.303962886
2003-09-02,-0.3631826
2003-09-03,-0.420968998
2003-09-04,-0.477094024
2003-09-05,-0.531336178
2003-09-06,-0.583481391
2003-09-07,-0.633323869
2003-09-08,-0.680666907
2003-09-09,-0.725323664
2003-09-10,-0.7671179
2003-09-11,-0.805884672
2003-09-12,-0.841470985
2003-09-13,-0.873736397
2003-09-14,-0.90255357
2003-09-15,-0.927808777
2003-09-16,-0.949402346
2003-09-17,-0.967249058
2003-09-18,-0.98127848
2003-09-19,-0.991435244
2003-09-20,-0.997679266
2003-09-21,-0.999985904
2003-09-22,-0.998346054
2003-09-23,-0.992766189
2003-09-24,-0.983268329
2003-09-25,-0.969889958
2003-09-26,-0.952683874
2003-09-27,-0.931717983
2003-09-28,-0.907075026
2003-09-29,-0.878852258
2003-09-30,-0.847161063
2003-10-01,-0.812126509
2003-10-02,-0.773886863
2003-10-03,-0.73259304
2003-10-04,-0.688408006
2003-10-05,-0.64150614
2003-10-06,-0.592072543
2003-10-07,-0.540302306
2003-10-08,-0.486399742
2003-10-09,-0.430577581
2003-10-10,-0.373056127
2003-10-11,-0.314062391
2003-10-12,-0.253829194
2003-10-13,-0.192594249
2003-10-14,-0.130599223
2003-10-15,-0.068088781
2003-10-16,-0.005309624
2003-10-17,0.057490488
2003-10-18,0.120063711
2003-10-19,0.182163097
2003-10-20,0.243543569
2003-10-21,0.303962886
2003-10-22,0.3631826
2003-10-23,0.420968998
2003-10-24,0.477094024
2003-10-25,0.531336178
2003-10-26,0.583481391
2003-10-27,0.633323869
2003-10-28,0.680666907
2003-10-29,0.725323664
2003-10-30,0.7671179
2003-10-31,0.805884672
2003-11-01,0.841470985
2003-11-02,0.873736397
2003-11-03,0.90255357
2003-11-04,0.927808777
2003-11-05,0.949402346
2003-11-06,0.967249058
2003-11-07,0.98127848
2003-11-08,0.991435244
2003-11-09,0.997679266
2003-11-10,0.999985904
2003-11-11,0.998346054
2003-11-12,0.992766189
2003-11-13,0.983268329
2003-11-14,0.969889958
2003-11-15,0.952683874
2003-11-16,0.931717983
2003-11-17,0.907075026
2003-11-18,0.878852258
2003-11-19,0.847161063
2003-11-20,0.812126509
2003-11-21,0.773886863
2003-11-22,0.73259304
2003-11-23,0.688408006
2003-11-24,0.64150614
2003-11-25,0.592072543
2003-11-26,0.540302306
2003-11-27,0.486399742
2003-11-28,0.430577581
2003-11-29,0.373056127
2003-11-30,0.314062391
2003-12-01,0.253829194
2003-12-02,0.192594249
2003-12-03,0.130599223
2003-12-04,0.068088781
2003-12-05,0.005309624
2003-12-06,-0.057490488
2003-12-07,-0.120063711
2003-12-08,-0.182163097
2003-12-09,-0.243543569
2003-12-10,-0.303962886
2003-12-11,-0.3631826
2003-12-12,-0.420968998
2003-12-13,-0.477094024
2003-12-14,-0.531336178
2003-12-15,-0.583481391
2003-12-16,-0.633323869
2003-12-17,-0.680666907
2003-12-18,-0.725323664
2003-12-19,-0.7671179
2003-12-20,-0.805884672
2003-12-21,-0.841470985
2003-12-22,-0.873736397
2003-12-23,-0.90255357
2003-12-24,-0.927808777
2003-12-25,-0.949402346
2003-12-26,-0.967249058
2003-12-27,-0.98127848
2003-12-28,-0.991435244
2003-12-29,-0.997679266
2003-12-30,-0.999985904
2003-12-31,-0.998346054
2004-01-01,-0.992766189
2004-01-02,-0.983268329
2004-01-03,-0.969889958
2004-01-04,-0.952683874
2004-01-05,-0.931717983
2004-01-06,-0.907075026
2004-01-07,-0.878852258
2004-01-08,-0.847161063
2004-01-09,-0.812126509
2004-01-10,-0.773886863
2004-01-11,-0.73259304
2004-01-12,-0.688408006
2004-01-13,-0.64150614
2004-01-14,-0.592072543
2004-01-15,-0.540302306
2004-01-16,-0.486399742
2004-01-17,-0.430577581
2004-01-18,-0.373056127
2004-01-19,-0.314062391
2004-01-20,-0.253829194
2004-01-21,-0.192594249
2004-01-22,-0.130599223
2004-01-23,-0.068088781
2004-01-24,-0.005309624
2004-01-25,0.057490488
2004-01-26,0.120063711
2004-01-27,0.182163097
2004-01-28,0.243543569
2004-01-29,0.303962886
2004-01-30,0.3631826
2004-01-31,0.420968998
2004-02-01,0.477094024
2004-02-02,0.531336178
2004-02-03,0.583481391
2004-02-04,0.633323869
2004-02-05,0.680666907
2004-02-06,0.725323664
2004-02-07,0.7671179
2004-02-08,0.805884672
2004-02-09,0.841470985
2004-02-10,0.873736397
2004-02-11,0.90255357
2004-02-12,0.927808777
2004-02-13,0.949402346
2004-02-14,0.967249058
2004-02-15,0.98127848
2004-02-16,0.991435244
2004-02-17,0.997679266
2004-02-18,0.999985904
2004-02-19,0.998346054
2004-02-20,0.992766189
2004-02-21,0.983268329
2004-02-22,0.969889958
2004-02-23,0.952683874
2004-02-24,0.931717983
2004-02-25,0.907075026
2004-02-26,0.878852258
2004-02-27,0.847161063
2004-02-28,0.812126509
2004-02-29,0.773886863
2004-03-01,0.73259304
2004-03-02,0.688408006
2004-03-03,0.64150614
2004-03-04,0.592072543
2004-03-05,0.540302306
2004-03-06,0.486399742
2004-03-07,0.430577581
2004-03-08,0.373056127
2004-03-09,0.314062391
2004-03-10,0.253829194
2004-03-11,0.192594249
2004-03-12,0.130599223
2004-03-13,0.068088781
2004-03-14,0.005309624
2004-03-15,-0.057490488
2004-03-16,-0.120063711
2004-03-17,-0.182163097
2004-03-18,-0.243543569
2004-03-19,-0.303962886
2004-03-20,-0.3631826
2004-03-21,-0.420968998
2004-03-22,-0.477094024
2004-03-23,-0.531336178
2004-03-24,-0.583481391
2004-03-25,-0.633323869
2004-03-26,-0.680666907
2004-03-27,-0.725323664
2004-03-28,-0.7671179
2004-03-29,-0.805884672
2004-03-30,-0.841470985
2004-03-31,-0.873736397
2004-04-01,-0.90255357
2004-04-02,-0.927808777
2004-04-03,-0.949402346
2004-04-04,-0.967249058
2004-04-05,-0.98127848
2004-04-06,-0.991435244
2004-04-07,-0.997679266
2004-04-08,-0.999985904
2004-04-09,-0.998346054
2004-04-10,-0.992766189
2004-04-11,-0.983268329
2004-04-12,-0.969889958
2004-04-13,-0.952683874
2004-04-14,-0.931717983
2004-04-15,-0.907075026
2004-04-16,-0.878852258
2004-04-17,-0.847161063
2004-04-18,-0.812126509
2004-04-19,-0.773886863
2004-04-20,-0.73259304
2004-04-21,-0.688408006
2004-04-22,-0.64150614
2004-04-23,-0.592072543
2004-04-24,-0.540302306
2004-04-25,-0.486399742
2004-04-26,-0.430577581
2004-04-27,-0.373056127
2004-04-28,-0.314062391
2004-04-29,-0.253829194
2004-04-30,-0.192594249
2004-05-01,-0.130599223
2004-05-02,-0.068088781
2004-05-03,-0.005309624
2004-05-04,0.057490488
2004-05-05,0.120063711
2004-05-06,0.182163097
2004-05-07,0.243543569
2004-05-08,0.303962886
2004-05-09,0.3631826
2004-05-10,0.420968998
2004-05-11,0.477094024
2004-05-12,0.531336178
2004-05-13,0.583481391
2004-05-14,0.633323869
2004-05-15,0.680666907
2004-05-16,0.725323664
2004-05-17,0.7671179
2004-05-18,0.805884672
2004-05-19,0.841470985
2004-05-20,0.873736397
2004-05-21,0.90255357
2004-05-22,0.927808777
2004-05-23,0.949402346
2004-05-24,0.967249058
2004-05-25,0.98127848
2004-05-26,0.991435244
2004-05-27,0.997679266
2004-05-28,0.999985904
2004-05-29,0.998346054
2004-05-30,0.992766189
2004-05-31,0.983268329
2004-06-01,0.969889958
2004-06-02,0.952683874
2004-06-03,0.931717983
2004-06-04,0.907075026
2004-06-05,0.878852258
2004-06-06,0.847161063
2004-06-07,0.812126509
2004-06-08,0.773886863
2004-06-09,0.73259304
2004-06-10,0.688408006
2004-06-11,0.64150614
2004-06-12,0.592072543
2004-06-13,0.540302306
2004-06-14,0.486399742
2004-06-15,0.430577581
2004-06-16,0.373056127
2004-06-17,0.314062391
2004-06-18,0.253829194
2004-06-19,0.192594249
2004-06-20,0.130599223
2004-06-21,0.068088781
2004-06-22,0.005309624
2004-06-23,-0.057490488
2004-06-24,-0.120063711
2004-06-25,-0.182163097
2004-06-26,-0.243543569
2004-06-27,-0.303962886
2004-06-28,-0.3631826
2004-06-29,-0.420968998
2004-06-30,-0.477094024
2004-07-01,-0.531336178
2004-07-02,-0.583481391
2004-07-03,-0.633323869
2004-07-04,-0.680666907
2004-07-05,-0.725323664
2004-07-06,-0.7671179
2004-07-07,-0.805884672
2004-07-08,-0.841470985
2004-07-09,-0.873736397
2004-07-10,-0.90255357
2004-07-11,-0.927808777
2004-07-12,-0.949402346
2004-07-13,-0.967249058
2004-07-14,-0.98127848
2004-07-15,-0.991435244
2004-07-16,-0.997679266
2004-07-17,-0.999985904
2004-07-18,-0.998346054
2004-07-19,-0.992766189
2004-07-20,-0.983268329
2004-07-21,-0.969889958
2004-07-22,-0.952683874
2004-07-23,-0.931717983
2004-07-24,-0.907075026
2004-07-25,-0.878852258
2004-07-26,-0.847161063
2004-07-27,-0.812126509
2004-07-28,-0.773886863
2004-07-29,-0.73259304
2004-07-30,-0.688408006
2004-07-31,-0.64150614
2004-08-01,-0.592072543
2004-08-02,-0.540302306
2004-08-03,-0.486399742
2004-08-04,-0.430577581
2004-08-05,-0.373056127
2004-08-06,-0.314062391
2004-08-07,-0.253829194
2004-08-08,-0.192594249
2004-08-09,-0.130599223
2004-08-10,-0.068088781
2004-08-11,-0.005309624
2004-08-12,0.057490488
2004-08-13,0.120063711
2004-08-14,0.182163097
2004-08-15,0.243543569
2004-08-16,0.303962886
2004-08-17,0.3631826
2004-08-18,0.420968998
2004-08-19,0.477094024
2004-08-20,0.531336178
2004-08-21,0.583481391
2004-08-22,0.633323869
2004-08-23,0.680666907
2004-08-24,0.725323664
2004-08-25,0.7671179
2004-08-26,0.805884672
2004-08-27,0.841470985
2004-08-28,0.873736397
2004-08-29,0.90255357
2004-08-30,0.927808777
2004-08-31,0.949402346
2004-09-01,0.967249058
2004-09-02,0.98127848
2004-09-03,0.991435244
2004-09-04,0.997679266
2004-09-05,0.999985904
2004-09-06,0.998346054
2004-09-07,0.992766189
2004-09-08,0.983268329
2004-09-09,0.969889958
2004-09-10,0.952683874
2004-09-11,0.931717983
2004-09-12,0.907075026
2004-09-13,0.878852258
2004-09-14,0.847161063
2004-09-15,0.812126509
2004-09-16,0.773886863
2004-09-17,0.73259304
2004-09-18,0.688408006
2004-09-19,0.64150614
2004-09-20,0.592072543
2004-09-21,0.540302306
2004-09-22,0.486399742
2004-09-23,0.430577581
2004-09-24,0.373056127
2004-09-25,0.314062391
2004-09-26,0.253829194
2004-09-27,0.192594249
2004-09-28,0.130599223
2004-09-29,0.068088781
2004-09-30,0.005309624
2004-10-01,-0.057490488
2004-10-02,-0.120063711
2004-10-03,-0.182163097
2004-10-04,-0.243543569
2004-10-05,-0.303962886
2004-10-06,-0.3631826
2004-10-07,-0.420968998
2004-10-08,-0.477094024
2004-10-09,-0.531336178
2004-10-10,-0.583481391
2004-10-11,-0.633323869
2004-10-12,-0.680666907
2004-10-13,-0.725323664
2004-10-14,-0.7671179
2004-10-15,-0.805884672
2004-10-16,-0.841470985
2004-10-17,-0.873736397
2004-10-18,-0.90255357
2004-10-19,-0.927808777
2004-10-20,-0.949402346
2004-10-21,-0.967249058
2004-10-22,-0.98127848
2004-10-23,-0.991435244
2004-10-24,-0.997679266
2004-10-25,-0.999985904
2004-10-26,-0.998346054
2004-10-27,-0.992766189
2004-10-28,-0.983268329
2004-10-29,-0.969889958
2004-10-30,-0.952683874
2004-10-31,-0.931717983
2004-11-01,-0.907075026
2004-11-02,-0.878852258
2004-11-03,-0.847161063
2004-11-04,-0.812126509
2004-11-05,-0.773886863
2004-11-06,-0.73259304
2004-11-07,-0.688408006
2004-11-08,-0.64150614
2004-11-09,-0.592072543
2004-11-10,-0.540302306
2004-11-11,-0.486399742
2004-11-12,-0.430577581
2004-11-13,-0.373056127
2004-11-14,-0.314062391
2004-11-15,-0.253829194
2004-11-16,-0.192594249
2004-11-17,-0.130599223
2004-11-18,-0.068088781
2004-11-19,-0.005309624
2004-11-20,0.057490488
2004-11-21,0.120063711
2004-11-22,0.182163097
2004-11-23,0.243543569
2004-11-24,0.303962886
2004-11-25,0.3631826
2004-11-26,0.420968998
2004-11-27,0.477094024
2004-11-28,0.531336178
2004-11-29,0.583481391
2004-11-30,0.633323869
2004-12-01,0.680666907
2004-12-02,0.725323664
2004-12-03,0.7671179
2004-12-04,0.805884672
2004-12-05,0.841470985
2004-12-06,0.873736397
2004-12-07,0.90255357
2004-12-08,0.927808777
2004-12-09,0.949402346
2004-12-10,0.967249058
2004-12-11,0.98127848
2004-12-12,0.991435244
2004-12-13,0.997679266
2004-12-14,0.999985904
2004-12-15,0.998346054
2004-12-16,0.992766189
2004-12-17,0.983268329
2004-12-18,0.969889958
2004-12-19,0.952683874
2004-12-20,0.931717983
2004-12-21,0.907075026
2004-12-22,0.878852258
2004-12-23,0.847161063
2004-12-24,0.812126509
2004-12-25,0.773886863
2004-12-26,0.73259304
2004-12-27,0.688408006
2004-12-28,0.64150614
2004-12-29,0.592072543
2004-12-30,0.540302306
2004-12-31,0.486399742
2005-01-01,0.430577581
2005-01-02,0.373056127
2005-01-03,0.314062391
2005-01-04,0.253829194
2005-01-05,0.192594249
2005-01-06,0.130599223
2005-01-07,0.068088781
2005-01-08,0.005309624
2005-01-09,-0.057490488
2005-01-10,-0.120063711
2005-01-11,-0.182163097
2005-01-12,-0.243543569
2005-01-13,-0.303962886
2005-01-14,-0.3631826
2005-01-15,-0.420968998
2005-01-16,-0.477094024
2005-01-17,-0.531336178
2005-01-18,-0.583481391
2005-01-19,-0.633323869
2005-01-20,-0.680666907
2005-01-21,-0.725323664
2005-01-22,-0.7671179
2005-01-23,-0.805884672
2005-01-24,-0.841470985
2005-01-25,-0.873736397
2005-01-26,-0.90255357
2005-01-27,-0.927808777
2005-01-28,-0.949402346
2005-01-29,-0.967249058
2005-01-30,-0.98127848
2005-01-31,-0.991435244
2005-02-01,-0.997679266
2005-02-02,-0.999985904
2005-02-03,-0.998346054
2005-02-04,-0.992766189
2005-02-05,-0.983268329
2005-02-06,-0.969889958
2005-02-07,-0.952683874
2005-02-08,-0.931717983
2005-02-09,-0.907075026
2005-02-10,-0.878852258
2005-02-11,-0.847161063
2005-02-12,-0.812126509
2005-02-13,-0.773886863
2005-02-14,-0.73259304
2005-02-15,-0.688408006
2005-02-16,-0.64150614
2005-02-17,-0.592072543
2005-02-18,-0.540302306
2005-02-19,-0.486399742
2005-02-20,-0.430577581
2005-02-21,-0.373056127
2005-02-22,-0.314062391
2005-02-23,-0.253829194
2005-02-24,-0.192594249
2005-02-25,-0.130599223
2005-02-26,-0.068088781
2005-02-27,-0.005309624
2005-02-28,0.057490488
2005-03-01,0.120063711
2005-03-02,0.182163097
2005-03-03,0.243543569
2005-03-04,0.303962886
2005-03-05,0.3631826
2005-03-06,0.420968998
2005-03-07,0.477094024
2005-03-08,0.531336178
2005-03-09,0.583481391
2005-03-10,0.633323869
2005-03-11,0.680666907
2005-03-12,0.725323664
2005-03-13,0.7671179
2005-03-14,0.805884672
2005-03-15,0.841470985
2005-03-16,0.873736397
2005-03-17,0.90255357
2005-03-18,0.927808777
2005-03-19,0.949402346
2005-03-20,0.967249058
2005-03-21,0.98127848
2005-03-22,0.991435244
2005-03-23,0.997679266
2005-03-24,0.999985904
2005-03-25,0.998346054
2005-03-26,0.992766189
2005-03-27,0.983268329
2005-03-28,0.969889958
2005-03-29,0.952683874
2005-03-30,0.931717983
2005-03-31,0.907075026
2005-04-01,0.878852258
2005-04-02,0.847161063
2005-04-03,0.812126509
2005-04-04,0.773886863
2005-04-05,0.73259304
2005-04-06,0.688408006
2005-04-07,0.64150614
2005-04-08,0.592072543
2005-04-09,0.540302306
2005-04-10,0.486399742
2005-04-11,0.430577581
2005-04-12,0.373056127
2005-04-13,0.314062391
2005-04-14,0.253829194
2005-04-15,0.192594249
2005-04-16,0.130599223
2005-04-17,0.068088781
2005-04-18,0.005309624
2005-04-19,-0.057490488
2005-04-20,-0.120063711
2005-04-21,-0.182163097
2005-04-22,-0.243543569
2005-04-23,-0.303962886
2005-04-24,-0.3631826
2005-04-25,-0.420968998
2005-04-26,-0.477094024
2005-04-27,-0.531336178
2005-04-28,-0.583481391
2005-04-29,-0.633323869
2005-04-30,-0.680666907
2005-05-01,-0.725323664
2005-05-02,-0.7671179
2005-05-03,-0.805884672
2005-05-04,-0.841470985
2005-05-05,-0.873736397
2005-05-06,-0.90255357
2005-05-07,-0.927808777
2005-05-08,-0.949402346
2005-05-09,-0.967249058
2005-05-10,-0.98127848
2005-05-11,-0.991435244
2005-05-12,-0.997679266
2005-05-13,-0.999985904
2005-05-14,-0.998346054
2005-05-15,-0.992766189
2005-05-16,-0.983268329
2005-05-17,-0.969889958
2005-05-18,-0.952683874
2005-05-19,-0.931717983
2005-05-20,-0.907075026
2005-05-21,-0.878852258
2005-05-22,-0.847161063
2005-05-23,-0.812126509
2005-05-24,-0.773886863
2005-05-25,-0.73259304
2005-05-26,-0.688408006
2005-05-27,-0.64150614
2005-05-28,-0.592072543
2005-05-29,-0.540302306
2005-05-30,-0.486399742
2005-05-31,-0.430577581
2005-06-01,-0.373056127
2005-06-02,-0.314062391
2005-06-03,-0.253829194
2005-06-04,-0.192594249
2005-06-05,-0.130599223
2005-06-06,-0.068088781
2005-06-07,-0.005309624
2005-06-08,0.057490488
2005-06-09,0.120063711
2005-06-10,0.182163097
2005-06-11,0.243543569
2005-06-12,0.303962886
2005-06-13,0.3631826
2005-06-14,0.420968998
2005-06-15,0.477094024
2005-06-16,0.531336178
2005-06-17,0.583481391
2005-06-18,0.633323869
2005-06-19,0.680666907
2005-06-20,0.725323664
2005-06-21,0.7671179
2005-06-22,0.805884672
2005-06-23,0.841470985
2005-06-24,0.873736397
2005-06-25,0.90255357
2005-06-26,0.927808777
2005-06-27,0.949402346
2005-06-28,0.967249058
2005-06-29,0.98127848
2005-06-30,0.991435244
2005-07-01,0.997679266
2005-07-02,0.999985904
2005-07-03,0.998346054
2005-07-04,0.992766189
2005-07-05,0.983268329
2005-07-06,0.969889958
2005-07-07,0.952683874
2005-07-08,0.931717983
2005-07-09,0.907075026
2005-07-10,0.878852258
2005-07-11,0.847161063
2005-07-12,0.812126509
2005-07-13,0.773886863
2005-07-14,0.73259304
2005-07-15,0.688408006
2005-07-16,0.64150614
2005-07-17,0.592072543
2005-07-18,0.540302306
2005-07-19,0.486399742
2005-07-20,0.430577581
2005-07-21,0.373056127
2005-07-22,0.314062391
2005-07-23,0.253829194
2005-07-24,0.192594249
2005-07-25,0.130599223
2005-07-26,0.068088781
2005-07-27,0.005309624
2005-07-28,-0.057490488
2005-07-29,-0.120063711
2005-07-30,-0.182163097
2005-07-31,-0.243543569
2005-08-01,-0.303962886
2005-08-02,-0.3631826
2005-08-03,-0.420968998
2005-08-04,-0.477094024
2005-08-05,-0.531336178
2005-08-06,-0.583481391
2005-08-07,-0.633323869
2005-08-08,-0.680666907
2005-08-09,-0.725323664
2005-08-10,-0.7671179
2005-08-11,-0.805884672
2005-08-12,-0.841470985
2005-08-13,-0.873736397
2005-08-14,-0.90255357
2005-08-15,-0.927808777
2005-08-16,-0.949402346
2005-08-17,-0.967249058
2005-08-18,-0.98127848
2005-08-19,-0.991435244
2005-08-20,-0.997679266
2005-08-21,-0.999985904
2005-08-22,-0.998346054
2005-08-23,-0.992766189
2005-08-24,-0.983268329
2005-08-25,-0.969889958
2005-08-26,-0.952683874
2005-08-27,-0.931717983
2005-08-28,-0.907075026
2005-08-29,-0.878852258
2005-08-30,-0.847161063
2005-08-31,-0.812126509
2005-09-01,-0.773886863
2005-09-02,-0.73259304
